age,gender,no_of_siblings,mother_occupation,mother_monthly_income,father_occupation,father_monthly_income,average_grade_g12,average_grade_first_year,grades_understanding_self,grades_purposive_communication,grades_art_appreciation,grades_sts,grades_environmental_science,grades_intermediate_programming,grades_discrete_mathematics,grades_contemporary_world_with_peace_education,grades_mathematics_in_the_modern_world,grades_introduction_computing,grades_fundamentals_of_programming,study_hours,study_strategies,regular_study_schedule,attendance_rate,class_participation,time_management_rating,study_deadlines_frequency,motivation_level,engagement_level,stress_frequency,coping_effectiveness,graduate_on_time
18,M,1,Government Official,12000,Factory Driver,14000,86,84.1,89.0,84.0,89.0,77.0,77.0,92.0,77.0,90.0,80.0,76.0,94.0,11-15 hours,Sometimes,0,71-90%,Not at all,Good,Rarely,Very motivated,Slightly engaged,Often,Extremely effective,1
20,F,2,Tailor,10000,Factory Worker,11000,82,83.4,85.0,85.0,90.0,82.0,77.0,99.0,77.0,92.5,76.0,76.0,78.0,5-10 hours,Sometimes,1,71-90%,Slightly,Good,Always,Not motivated,Very engaged,Sometimes,Very effective,1
19,F,4,Street Vendor,11500,Sales Associate,15000,76,85.2,79.0,71.0,87.0,79.0,91.0,99.0,85.0,96.5,94.0,74.0,82.0,16-20 hours,Rarely,0,50-70%,Not at all,Poor,Rarely,Moderately motivated,Slightly engaged,Sometimes,Very effective,1
22,F,0,Housewife,0,Customer Service Representative,22000,90,88.2,85.0,78.0,76.0,89.0,89.0,99.0,92.0,94.0,94.0,76.0,98.0,Less than 5 hours,Often,0,50-70%,Not at all,Fair,Rarely,Extremely motivated,Moderately engaged,Rarely,Very effective,1
18,F,1,Sales Assistant,13500,Plumber,16000,84,87.7,82.0,82.0,85.0,79.0,90.0,90.0,80.0,95.0,96.0,90.0,96.0,11-15 hours,Often,0,71-90%,Moderately,Excellent,Always,Very motivated,Slightly engaged,Often,Very effective,1
20,F,3,Teacher,18000,Warehouse Staff,12000,88,85.1,83.0,78.0,88.0,81.0,90.0,85.0,96.0,90.5,85.0,80.0,80.0,5-10 hours,Always,1,71-90%,Slightly,Good,Often,Extremely motivated,Extremely engaged,Often,Very effective,1
21,F,1,Housewife,20000,Call Center Agent,21000,95,83.5,81.0,86.0,90.0,78.0,88.0,83.0,78.0,90.5,89.0,77.0,78.0,More than 20 hours,Sometimes,1,71-90%,Moderately,Poor,Rarely,Extremely motivated,Very engaged,Often,Moderately effective,1
19,M,0,Yaya,8000,Maintenance Worker,13000,93,83.9,83.0,90.0,84.0,76.0,89.0,88.0,77.0,89.5,90.0,76.0,80.0,5-10 hours,Rarely,0,More than 90%,Slightly,Poor,Rarely,Extremely motivated,Moderately engaged,Rarely,Very effective,1
18,M,1,Housewife,0,Delivery Rider,11000,78,83.3,80.0,90.0,82.0,80.0,85.0,76.0,78.0,93.0,80.0,95.0,77.0,11-15 hours,Often,0,Less than 50%,Not at all,Poor,Always,Very motivated,Very engaged,Often,Very effective,1
20,M,2,Cashier,8000,Janitor,8000,89,80.8,70.0,82.0,82.0,76.0,77.0,82.0,93.0,98.0,76.0,76.0,77.0,Less than 5 hours,Often,1,More than 90%,Not at all,Good,Always,Not motivated,Extremely engaged,Never,Very effective,1
19,F,4,Delivery Rider,12500,Office Staff,15000,86,84.0,87.0,74.0,82.0,76.0,85.0,85.0,98.0,94.5,78.0,76.0,89.0,5-10 hours,Sometimes,1,More than 90%,Slightly,Poor,Always,Moderately motivated,Very engaged,Often,Not effective,1
21,F,0,Housewife,0,Waiter,11000,81,82.7,71.0,79.0,79.0,85.0,77.0,76.0,81.0,95.0,84.0,87.0,96.0,Less than 5 hours,Sometimes,0,More than 90%,Moderately,Good,Sometimes,Extremely motivated,Moderately engaged,Sometimes,Extremely effective,1
20,F,1,Security Guard,15000,Retail Salesperson,17000,77,83.0,72.0,70.0,84.0,80.0,77.0,99.0,77.0,95.5,96.0,87.0,75.0,5-10 hours,Often,0,Less than 50%,Moderately,Excellent,Often,Moderately motivated,Extremely engaged,Often,Moderately effective,1
18,M,2,Laundry Personnel,11500,Graphic Designer,20000,82,85.4,75.0,87.0,81.0,95.0,84.0,83.0,77.0,94.0,98.0,90.0,75.0,5-10 hours,Sometimes,1,71-90%,Not at all,Fair,Rarely,Not motivated,Very engaged,Never,Very effective,1
19,M,1,Factory Worker,13000,Government Official,18000,76,82.1,77.0,86.0,89.0,77.0,95.0,83.0,77.0,94.0,76.0,74.0,75.0,Less than 5 hours,Often,0,More than 90%,Slightly,Fair,Always,Very motivated,Moderately engaged,Sometimes,Very effective,1
20,F,5,Housewife,0,Street Vendor,10000,94,83.4,88.0,79.0,78.0,83.0,84.0,78.0,96.0,89.5,82.0,76.0,84.0,5-10 hours,Sometimes,1,50-70%,Very actively,Poor,Always,Not motivated,Moderately engaged,Sometimes,Very effective,1
18,M,0,Housewife,0,Construction Worker,17000,90,84.8,87.0,86.0,77.0,86.0,85.0,76.0,93.0,88.0,87.0,76.0,92.0,16-20 hours,Sometimes,0,More than 90%,Not at all,Good,Often,Very motivated,Very engaged,Rarely,Very effective,1
19,M,1,Government Official,20000,Mechanic,13000,88,80.5,73.0,84.0,83.0,77.0,77.0,77.0,78.0,88.0,91.0,79.0,78.0,Less than 5 hours,Always,1,71-90%,Moderately,Good,Always,Very motivated,Slightly engaged,Rarely,Very effective,1
20,M,2,Teacher,21000,Electrician,11000,97,84.1,78.0,76.0,76.0,86.0,79.0,99.0,82.0,94.5,75.0,82.0,98.0,Less than 5 hours,Often,0,Less than 50%,Not at all,Good,Often,Not motivated,Very engaged,Rarely,Not effective,1
21,M,4,Housewife,0,Security Guard,16000,93,85.7,78.0,73.0,86.0,89.0,85.0,92.0,85.0,90.0,76.0,93.0,96.0,5-10 hours,Never,0,More than 90%,Very actively,Excellent,Always,Very motivated,Moderately engaged,Never,Very effective,1
19,F,0,Waitress,13500,Jeepney Driver,12000,95,81.6,92.0,84.0,89.0,73.0,77.0,76.0,82.0,83.0,77.0,76.0,89.0,5-10 hours,Sometimes,1,Less than 50%,Slightly,Good,Often,Extremely motivated,Very engaged,Often,Very effective,1
18,F,1,Housewife,0,Tricycle Driver,8000,78,82.7,86.0,80.0,82.0,78.0,89.0,92.0,79.0,86.0,85.0,70.0,83.0,5-10 hours,Often,0,More than 90%,Moderately,Poor,Always,Very motivated,Very engaged,Rarely,Very effective,1
20,M,3,Sales Clerk,13000,Househusband,0,86,82.3,76.0,81.0,76.0,77.0,85.0,97.0,98.0,90.5,75.0,75.0,75.0,16-20 hours,Often,0,More than 90%,Not at all,Fair,Sometimes,Extremely motivated,Very engaged,Rarely,Very effective,1
19,M,1,HR,22000,PUV Driver,14000,82,83.2,75.0,77.0,87.0,77.0,71.0,81.0,98.0,94.5,75.0,84.0,96.0,5-10 hours,Sometimes,1,Less than 50%,Very actively,Poor,Always,Very motivated,Slightly engaged,Rarely,Not effective,1
22,M,0,Housewife,0,Factory Driver,10000,81,84.4,80.0,86.0,93.0,74.0,77.0,83.0,92.0,94.5,91.0,78.0,80.0,5-10 hours,Always,0,71-90%,Extremely actively,Good,Often,Extremely motivated,Extremely engaged,Sometimes,Moderately effective,1
18,F,1,Tailor,8500,Factory Worker,10000,76,86.6,87.0,85.0,81.0,83.0,93.0,80.0,96.0,94.5,75.0,90.0,88.0,5-10 hours,Always,1,50-70%,Very actively,Good,Always,Very motivated,Extremely engaged,Never,Moderately effective,1
20,M,2,Yaya,10000,Sales Associate,16000,84,80.6,78.0,89.0,84.0,78.0,75.0,85.0,60.0,92.5,94.0,76.0,75.0,5-10 hours,Sometimes,0,71-90%,Moderately,Good,Often,Extremely motivated,Slightly engaged,Rarely,Not effective,1
21,M,4,Housewife,0,Customer Service Representative,18000,89,84.0,84.0,74.0,82.0,78.0,71.0,85.0,77.0,96.5,96.0,90.0,91.0,5-10 hours,Sometimes,0,Less than 50%,Not at all,Fair,Always,Very motivated,Extremely engaged,Never,Very effective,1
18,F,1,Housewife,0,Warehouse Staff,14000,76,83.2,79.0,80.0,86.0,78.0,77.0,76.0,78.0,88.2,91.0,93.0,89.0,16-20 hours,Often,0,More than 90%,Moderately,Poor,Often,Not motivated,Very engaged,Often,Not effective,1
20,M,2,Factory Worker,17000,Call Center Agent,22000,90,84.3,77.0,78.0,83.0,82.0,78.0,93.0,92.0,95.5,76.0,88.0,85.0,16-20 hours,Often,1,Less than 50%,Not at all,Poor,Sometimes,Moderately motivated,Very engaged,Often,Very effective,1
19,F,1,Cashier,12000,Maintenance Worker,12000,94,87.4,90.0,94.0,96.0,83.0,81.0,92.0,79.0,93.6,80.0,95.0,78.0,More than 20 hours,Sometimes,1,50-70%,Not at all,Excellent,Always,Very motivated,Moderately engaged,Sometimes,Moderately effective,1
21,F,5,Housewife,0,Delivery Rider,14000,88,84.0,84.0,83.0,90.0,79.0,72.0,99.0,77.0,86.8,84.0,80.0,89.0,16-20 hours,Often,0,More than 90%,Slightly,Good,Always,Very motivated,Very engaged,Rarely,Extremely effective,1
20,F,0,Teacher,22000,Janitor,8000,95,82.2,84.0,76.0,79.0,77.0,82.0,76.0,85.0,89.4,84.0,95.0,77.0,5-10 hours,Always,0,71-90%,Slightly,Fair,Often,Extremely motivated,Very engaged,Never,Moderately effective,1
18,F,1,Housewife,0,Office Staff,16000,93,80.3,73.0,76.0,86.0,85.0,71.0,76.0,77.0,97.1,75.0,80.0,87.0,5-10 hours,Always,0,50-70%,Slightly,Excellent,Sometimes,Extremely motivated,Slightly engaged,Never,Extremely effective,1
19,M,2,Sales Assistant,12000,Waiter,12000,77,81.2,78.0,77.0,79.0,76.0,88.0,76.0,93.0,94.9,76.0,75.0,80.0,11-15 hours,Sometimes,1,71-90%,Not at all,Poor,Always,Extremely motivated,Very engaged,Sometimes,Moderately effective,1
20,M,4,Housewife,0,Retail Salesperson,14000,82,82.8,90.0,77.0,82.0,85.0,77.0,78.0,89.0,85.3,91.0,80.0,77.0,5-10 hours,Sometimes,1,71-90%,Slightly,Poor,Often,Very motivated,Very engaged,Sometimes,Very effective,1
18,M,0,Street Vendor,15000,Graphic Designer,19000,90,88.4,88.0,82.0,84.0,85.0,90.0,81.0,98.0,98.6,91.0,77.0,98.0,11-15 hours,Rarely,0,Less than 50%,Very actively,Poor,Often,Extremely motivated,Very engaged,Never,Not effective,1
19,F,1,Housewife,0,Government Official,19000,97,83.0,82.0,80.0,76.0,85.0,94.0,87.0,77.0,90.7,90.0,76.0,75.0,16-20 hours,Rarely,0,71-90%,Extremely actively,Poor,Always,Very motivated,Very engaged,Rarely,Extremely effective,1
20,M,3,Security Guard,15000,Street Vendor,8000,86,82.4,80.0,74.0,77.0,78.0,95.0,76.0,90.0,92.4,85.0,84.0,75.0,Less than 5 hours,Often,0,71-90%,Very actively,Excellent,Always,Not motivated,Very engaged,Sometimes,Not effective,1
21,M,1,HR,23000,Construction Worker,13000,84,84.2,72.0,86.0,86.0,87.0,84.0,94.0,92.0,87.9,75.0,75.0,87.0,Less than 5 hours,Rarely,1,50-70%,Moderately,Fair,Sometimes,Very motivated,Moderately engaged,Sometimes,Very effective,1
19,M,0,Waitress,9000,Mechanic,18000,81,82.9,85.0,79.0,84.0,73.0,85.0,96.0,80.0,90.5,85.0,77.0,77.0,Less than 5 hours,Often,1,71-90%,Very actively,Fair,Always,Very motivated,Moderately engaged,Sometimes,Not effective,1
18,M,1,Laundry Personnel,9500,Electrician,14000,78,86.1,84.0,88.0,91.0,84.0,75.0,99.0,77.0,91.2,94.0,76.0,88.0,5-10 hours,Often,0,71-90%,Slightly,Fair,Often,Very motivated,Moderately engaged,Never,Very effective,1
20,F,2,Housewife,0,Security Guard,15000,76,87.4,87.0,81.0,83.0,81.0,87.0,90.0,95.0,88.3,85.0,95.0,89.0,Less than 5 hours,Often,0,71-90%,Very actively,Poor,Often,Very motivated,Very engaged,Often,Very effective,1
19,M,4,Delivery Rider,10500,Jeepney Driver,11000,88,82.3,77.0,85.0,90.0,78.0,87.0,83.0,89.0,85.7,80.0,76.0,75.0,16-20 hours,Often,1,More than 90%,Extremely actively,Good,Rarely,Very motivated,Very engaged,Often,Very effective,1
22,M,0,Housewife,0,Tricycle Driver,9000,94,82.0,76.0,95.0,77.0,91.0,78.0,85.0,79.0,95.0,76.0,75.0,75.0,Less than 5 hours,Rarely,0,50-70%,Slightly,Excellent,Often,Not motivated,Very engaged,Often,Very effective,1
18,M,1,Sales Clerk,12000,Househusband,0,93,83.4,77.0,96.0,86.0,77.0,79.0,85.0,77.0,94.7,78.0,93.0,75.0,Less than 5 hours,Sometimes,0,50-70%,Very actively,Good,Often,Moderately motivated,Very engaged,Often,Moderately effective,1
20,F,2,Housewife,0,PUV Driver,10000,82,87.5,96.0,79.0,94.0,85.0,88.0,93.0,85.0,86.2,94.0,85.0,77.0,16-20 hours,Always,0,Less than 50%,Slightly,Fair,Always,Extremely motivated,Extremely engaged,Often,Very effective,1
21,F,1,Government Official,19000,Factory Driver,13000,90,84.7,71.0,88.0,89.0,82.0,86.0,97.0,82.0,93.4,87.0,79.0,77.0,16-20 hours,Always,1,Less than 50%,Slightly,Poor,Always,Very motivated,Extremely engaged,Rarely,Not effective,1
19,M,5,Tailor,9000,Factory Worker,11000,89,84.0,83.0,78.0,94.0,71.0,84.0,77.0,79.0,96.8,98.0,84.0,79.0,Less than 5 hours,Always,0,More than 90%,Not at all,Poor,Always,Extremely motivated,Slightly engaged,Rarely,Very effective,1
18,M,0,Yaya,9000,Sales Associate,15000,95,83.3,75.0,77.0,77.0,78.0,85.0,88.0,96.0,87.1,94.0,83.0,76.0,5-10 hours,Always,1,71-90%,Slightly,Fair,Often,Not motivated,Very engaged,Never,Very effective,1
20,M,1,Housewife,0,Customer Service Representative,20000,77,84.2,74.0,86.0,96.0,77.0,78.0,76.0,79.0,92.9,84.0,95.0,88.0,11-15 hours,Always,0,Less than 50%,Very actively,Fair,Sometimes,Extremely motivated,Slightly engaged,Often,Very effective,1
19,M,2,Factory Worker,11000,Plumber,12000,78,81.6,74.0,78.0,87.0,83.0,96.0,76.0,79.0,89.5,76.0,79.0,80.0,16-20 hours,Often,1,71-90%,Slightly,Good,Often,Very motivated,Very engaged,Often,Very effective,1
21,M,4,Housewife,0,Warehouse Staff,13000,86,82.4,84.0,75.0,85.0,81.0,90.0,83.0,91.0,88.7,75.0,77.0,77.0,5-10 hours,Rarely,0,More than 90%,Moderately,Poor,Rarely,Very motivated,Very engaged,Sometimes,Very effective,1
20,F,0,Cashier,20000,Call Center Agent,20000,82,83.4,78.0,78.0,81.0,80.0,79.0,88.0,89.0,97.9,77.0,77.0,92.0,16-20 hours,Often,0,50-70%,Moderately,Poor,Always,Very motivated,Slightly engaged,Often,Not effective,1
18,M,1,Housewife,0,Maintenance Worker,14000,94,85.7,95.0,83.0,77.0,76.0,87.0,94.0,78.0,85.5,94.0,77.0,96.0,16-20 hours,Often,1,Less than 50%,Very actively,Good,Often,Not motivated,Extremely engaged,Never,Moderately effective,1
19,F,3,Teacher,23000,Delivery Rider,13000,76,84.7,87.0,85.0,82.0,76.0,74.0,93.0,77.0,96.1,82.0,95.0,85.0,5-10 hours,Always,0,50-70%,Very actively,Excellent,Always,Not motivated,Very engaged,Often,Moderately effective,1
20,F,1,Housewife,0,Janitor,7000,81,87.4,88.0,81.0,82.0,73.0,86.0,81.0,98.0,90.9,96.0,89.0,96.0,Less than 5 hours,Rarely,0,71-90%,Not at all,Fair,Always,Not motivated,Moderately engaged,Often,Very effective,1
18,F,0,Sales Assistant,18000,Office Staff,14000,88,83.4,72.0,86.0,85.0,85.0,89.0,76.0,79.0,89.9,90.0,89.0,76.0,5-10 hours,Always,1,More than 90%,Extremely actively,Poor,Always,Moderately motivated,Very engaged,Sometimes,Moderately effective,1
19,F,1,Housewife,0,Waiter,9000,90,84.9,83.0,79.0,83.0,90.0,88.0,84.0,81.0,86.5,96.0,87.0,76.0,16-20 hours,Often,0,Less than 50%,Very actively,Poor,Often,Not motivated,Very engaged,Often,Very effective,1
20,M,2,Waitress,10000,Retail Salesperson,13000,97,81.8,81.0,86.0,82.0,83.0,77.0,87.0,77.0,87.8,76.0,76.0,87.0,5-10 hours,Often,1,71-90%,Not at all,Poor,Sometimes,Very motivated,Very engaged,Often,Not effective,1
21,M,4,Housewife,0,Graphic Designer,22000,93,85.2,79.0,84.0,89.0,81.0,84.0,70.0,79.0,98.2,90.0,87.0,96.0,5-10 hours,Rarely,0,Less than 50%,Slightly,Fair,Always,Moderately motivated,Very engaged,Sometimes,Moderately effective,1
19,M,0,Security Guard,15000,Government Official,20000,84,80.6,75.0,78.0,84.0,81.0,80.0,76.0,80.0,91.6,89.0,75.0,77.0,5-10 hours,Always,0,Less than 50%,Not at all,Fair,Always,Not motivated,Very engaged,Often,Very effective,1
18,M,1,Housewife,0,Street Vendor,10000,76,81.1,70.0,84.0,76.0,77.0,85.0,85.0,88.0,85.8,85.0,79.0,77.0,16-20 hours,Often,1,50-70%,Slightly,Poor,Sometimes,Not motivated,Very engaged,Rarely,Extremely effective,1
20,M,2,Laundry Personnel,9000,Construction Worker,15000,89,83.8,77.0,78.0,78.0,91.0,96.0,76.0,77.0,93.2,96.0,76.0,84.0,16-20 hours,Sometimes,1,More than 90%,Very actively,Excellent,Sometimes,Extremely motivated,Moderately engaged,Often,Moderately effective,1
19,M,1,Housewife,0,Mechanic,16000,95,84.6,88.0,89.0,70.0,80.0,87.0,89.0,84.0,96.2,82.0,89.0,76.0,5-10 hours,Often,0,71-90%,Very actively,Fair,Often,Moderately motivated,Very engaged,Often,Very effective,1
22,F,5,Street Vendor,13000,Electrician,12000,82,85.9,83.0,72.0,76.0,90.0,80.0,87.0,93.0,92.6,93.0,90.0,88.0,Less than 5 hours,Often,1,50-70%,Extremely actively,Poor,Often,Extremely motivated,Moderately engaged,Never,Not effective,1
18,M,0,Housewife,0,Security Guard,13000,88,83.4,79.0,73.0,89.0,76.0,84.0,72.0,93.0,98.5,90.0,86.0,77.0,11-15 hours,Sometimes,1,More than 90%,Slightly,Good,Often,Very motivated,Slightly engaged,Never,Moderately effective,1
20,F,1,Government Official,21000,Jeepney Driver,14000,90,80.1,78.0,76.0,95.0,78.0,74.0,78.0,77.0,86.1,85.0,79.0,75.0,5-10 hours,Often,0,71-90%,Not at all,Excellent,Always,Not motivated,Slightly engaged,Sometimes,Not effective,1
21,F,2,Housewife,0,Tricycle Driver,10000,94,79.6,82.0,77.0,95.0,76.0,68.0,76.0,78.0,94.0,76.0,77.0,77.0,5-10 hours,Rarely,1,More than 90%,Moderately,Excellent,Always,Extremely motivated,Very engaged,Often,Very effective,1
19,F,4,Delivery Rider,14000,Househusband,0,93,83.1,76.0,75.0,88.0,87.0,77.0,76.0,80.0,91.7,92.0,95.0,76.0,5-10 hours,Never,0,71-90%,Extremely actively,Excellent,Rarely,Very motivated,Very engaged,Never,Extremely effective,1
18,F,0,HR,20000,PUV Driver,11000,77,85.8,85.0,85.0,91.0,78.0,89.0,76.0,77.0,88.4,89.0,95.0,90.0,Less than 5 hours,Always,0,Less than 50%,Moderately,Fair,Often,Moderately motivated,Extremely engaged,Rarely,Not effective,1
20,F,1,Housewife,0,Factory Driver,12000,81,82.3,76.0,76.0,87.0,71.0,78.0,99.0,82.0,89.2,82.0,85.0,80.0,5-10 hours,Never,0,71-90%,Not at all,Good,Sometimes,Moderately motivated,Moderately engaged,Rarely,Very effective,1
19,M,3,Housewife,0,Factory Worker,12000,78,87.0,89.0,95.0,89.0,85.0,87.0,70.0,78.0,93.8,96.0,78.0,96.0,11-15 hours,Always,1,71-90%,Not at all,Excellent,Always,Extremely motivated,Very engaged,Often,Very effective,1
21,M,1,Housewife,0,Sales Associate,14000,86,83.8,74.0,83.0,92.0,76.0,87.0,84.0,77.0,97.3,85.0,90.0,77.0,Less than 5 hours,Often,0,More than 90%,Extremely actively,Excellent,Often,Not motivated,Very engaged,Often,Very effective,1
20,F,0,Yaya,7000,Customer Service Representative,18000,76,81.7,71.0,87.0,82.0,77.0,78.0,77.0,92.0,90.3,80.0,87.0,77.0,5-10 hours,Often,0,50-70%,Slightly,Excellent,Always,Extremely motivated,Extremely engaged,Rarely,Not effective,1
18,F,1,Sales Assistant,9000,Plumber,14000,82,82.6,74.0,81.0,96.0,85.0,89.0,76.0,82.0,87.6,85.0,76.0,77.0,16-20 hours,Sometimes,1,Less than 50%,Extremely actively,Poor,Always,Extremely motivated,Moderately engaged,Rarely,Extremely effective,1
19,F,2,Cashier,11000,Warehouse Staff,12000,97,81.6,88.0,91.0,81.0,85.0,77.0,70.0,90.0,85.9,80.0,75.0,75.0,5-10 hours,Sometimes,0,More than 90%,Slightly,Good,Always,Moderately motivated,Very engaged,Never,Very effective,1
20,F,4,Housewife,0,Call Center Agent,23000,86,84.9,80.0,93.0,91.0,89.0,94.0,76.0,82.0,92.8,80.0,76.0,80.0,Less than 5 hours,Never,1,Less than 50%,Not at all,Poor,Sometimes,Very motivated,Very engaged,Rarely,Not effective,1
18,F,0,Factory Worker,9500,Maintenance Worker,15000,90,79.6,73.0,81.0,78.0,71.0,83.0,76.0,78.0,86.6,70.0,92.0,87.0,16-20 hours,Sometimes,0,Less than 50%,Slightly,Excellent,Often,Moderately motivated,Very engaged,Often,Very effective,1
19,M,1,Government Official,20000,Delivery Rider,12000,84,80.9,89.0,86.0,84.0,70.0,60.0,77.0,82.0,94.8,82.0,83.0,82.0,Less than 5 hours,Always,1,More than 90%,Not at all,Poor,Always,Moderately motivated,Extremely engaged,Sometimes,Very effective,1
20,M,2,Waitress,8500,Janitor,10000,93,81.4,81.0,74.0,76.0,84.0,77.0,99.0,80.0,95.2,75.0,77.0,77.0,5-10 hours,Always,0,71-90%,Slightly,Fair,Often,Very motivated,Very engaged,Often,Not effective,1
21,M,1,Housewife,0,Office Staff,16000,76,86.4,74.0,93.0,84.0,89.0,74.0,99.0,77.0,88.8,94.0,89.0,89.0,Less than 5 hours,Always,0,50-70%,Moderately,Good,Always,Very motivated,Very engaged,Often,Very effective,1
19,M,5,Security Guard,12000,Waiter,10000,78,85.4,81.0,89.0,79.0,94.0,83.0,92.0,84.0,93.1,93.0,76.0,75.0,Less than 5 hours,Often,1,71-90%,Slightly,Poor,Always,Very motivated,Extremely engaged,Often,Moderately effective,1
18,F,0,Laundry Personnel,8000,Retail Salesperson,15000,89,81.0,89.0,75.0,88.0,65.0,76.0,82.0,80.0,87.5,85.0,75.0,89.0,Less than 5 hours,Rarely,0,More than 90%,Very actively,Excellent,Always,Not motivated,Extremely engaged,Often,Not effective,1
20,M,1,Delivery Rider,13500,Graphic Designer,19000,94,80.4,73.0,88.0,94.0,79.0,73.0,76.0,77.0,96.6,76.0,75.0,77.0,11-15 hours,Rarely,0,71-90%,Not at all,Excellent,Often,Very motivated,Extremely engaged,Often,Extremely effective,1
19,M,2,Tailor,9500,Government Official,17000,95,83.7,76.0,89.0,84.0,84.0,77.0,80.0,80.0,90.1,98.0,93.0,70.0,5-10 hours,Never,0,71-90%,Very actively,Excellent,Always,Very motivated,Moderately engaged,Often,Extremely effective,1
22,M,4,Housewife,0,Street Vendor,7000,82,85.8,76.0,89.0,91.0,84.0,87.0,94.0,77.0,89.3,83.0,77.0,96.0,16-20 hours,Sometimes,1,Less than 50%,Not at all,Fair,Always,Very motivated,Very engaged,Often,Extremely effective,1
18,F,0,HR,18000,Construction Worker,14000,90,82.0,76.0,76.0,82.0,75.0,86.0,76.0,82.0,91.5,75.0,86.0,96.0,5-10 hours,Often,0,More than 90%,Slightly,Good,Often,Moderately motivated,Extremely engaged,Rarely,Not effective,1
20,F,1,Street Vendor,15000,Mechanic,13000,88,84.5,90.0,78.0,77.0,77.0,86.0,77.0,98.0,97.6,80.0,93.0,76.0,5-10 hours,Often,1,71-90%,Not at all,Good,Often,Very motivated,Slightly engaged,Sometimes,Not effective,1
21,M,3,Housewife,0,Electrician,13000,77,80.9,71.0,79.0,89.0,77.0,79.0,86.0,80.0,85.4,77.0,89.0,77.0,Less than 5 hours,Sometimes,1,71-90%,Very actively,Excellent,Often,Extremely motivated,Moderately engaged,Rarely,Moderately effective,1
19,M,1,Teacher,16500,Security Guard,12000,81,82.4,72.0,90.0,86.0,87.0,71.0,76.0,98.0,95.8,76.0,76.0,79.0,16-20 hours,Sometimes,0,More than 90%,Slightly,Poor,Often,Extremely motivated,Extremely engaged,Rarely,Extremely effective,1
18,F,0,Sales Clerk,10000,Jeepney Driver,15000,93,83.4,74.0,79.0,83.0,94.0,76.0,77.0,98.0,98.8,76.0,82.0,80.0,11-15 hours,Often,0,71-90%,Slightly,Excellent,Often,Very motivated,Extremely engaged,Often,Very effective,1
20,F,1,Housewife,0,Tricycle Driver,8000,84,80.9,74.0,78.0,80.0,77.0,79.0,77.0,80.0,90.8,76.0,95.0,83.0,5-10 hours,Sometimes,0,Less than 50%,Not at all,Fair,Sometimes,Very motivated,Very engaged,Often,Very effective,1
19,M,2,Housewife,0,Househusband,0,76,81.3,84.0,77.0,92.0,62.0,79.0,88.0,77.0,96.5,76.0,76.0,87.0,5-10 hours,Often,1,More than 90%,Slightly,Fair,Always,Not motivated,Slightly engaged,Never,Very effective,1
21,M,4,Housewife,0,PUV Driver,12000,78,85.2,85.0,82.0,87.0,82.0,77.0,93.0,88.0,88.1,75.0,93.0,87.0,5-10 hours,Always,1,More than 90%,Not at all,Excellent,Often,Extremely motivated,Very engaged,Often,Extremely effective,1
20,F,0,Cashier,14000,Factory Driver,14000,97,83.4,84.0,81.0,77.0,100.0,76.0,85.0,77.0,91.9,80.0,75.0,90.0,5-10 hours,Sometimes,0,71-90%,Not at all,Poor,Always,Very motivated,Very engaged,Sometimes,Not effective,1
18,F,1,Housewife,0,Factory Worker,13000,82,85.3,78.0,76.0,90.0,91.0,85.0,99.0,77.0,85.2,75.0,95.0,87.0,Less than 5 hours,Sometimes,0,50-70%,Not at all,Fair,Always,Moderately motivated,Very engaged,Often,Very effective,1
